"Z13U_REC_KEY","Z13_TITLE","Z13_IMPRINT","CONTROL_NUMBER","Z13_UPDATE_DATE"
"000963053","Secrets of Bones: Down to Earth","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1118030","20150915"
"000963054","Alzheimer's Disease: For Nursing Homes, Adult Day Care and Hospice","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1097294","20150915"
"000963055","Medieval London","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1077732","20150915"
"000963056","How to Mend a Broken Heart (Horizon)","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1076737","20150915"
"000963057","Applying ASAM Placement Criteria","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1146263","20150915"
"000963058","SARS Update","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1097280","20150915"
"000963059","Short Films of Les Blank","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1154241","20150915"
"000963060","The Private Life of Plants: Flowering","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1090350","20150915"
"000963061","Adam Epstein's The Cutting Edge Post Production Workshop - Part 2","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1137708","20150915"
"000963176","The Private Life of Plants: Living Together","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1090354","20150915"
"000963177","The Private Life of Plants: Travelling","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1090346","20150915"
"000963178","The Smile of a Reason","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1090544","20150915"
"000963179","The Horn of Africa","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1077652","20150915"
"000963180","Precious Knowledge","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1155997","20150915"
"000963181","Perfumed Nightmare","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1136311","20150915"
"000963182","The Human Brain: In Situ","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1064615","20150915"
"000963183","Collective Leadership by Jim Quigley","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1093743","20150915"
"000963184","Strategic Decision Making by David Demarest","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1118020","20150915"
"000963185","Reinventing the Way we do Business by Jon Levin","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1093771","20150915"
"000963186","Playing to Win: How Strategy Really Works by A.G. Lafley & Roger L. Martin","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1093767","20150915"
"000963187","Brand Race by David Aaker","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1093739","20150915"
"000963188","Strategy and the Purpose Driven Leader by Cynthia Montgomery","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1093775","20150915"
"000963189","Liberating Leadership by Isaac Getz","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1093761","20150915"
"000963190","Garage-Based Innovation by Phil McKinney","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1093747","20150915"
"000963191","Idea Hunting by Andy Boynton","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1093755","20150915"
"000963062","EOKA","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1078172","20150915"
"000963063","Big Oil: In the Wake of Exxon Valdez","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1098725","20150915"
"000963064","Reel Herstory: The REAL Story of Reel Women with Jodie Foster - Contemporary Reel Women","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1136432","20150915"
"000963065","Shigeko Kubota: An Interview","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1126662","20150915"
"000963066","The Red Brigades","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1078170","20150915"
"000963067","PLO","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1078164","20150915"
"000963068","And Thou Shalt Honor: Beloved Strangers","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1120416","20150915"
"000963151","Communicating with the Alzheimer's-type Population: The Validation Method Marge, The Blamer, and Mur","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1086561","20150915"
"000963152","Diagnosis: Unknown - Season 1","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1119074","20150915"
"000963153","Diagnosis: Unknown - Season 2","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1119076","20150915"
"000963154","Membrane Structure and Transport","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1064621","20150915"
"000963155","Memory","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1098897","20150915"
"000963156","Eat, Fast and Live Longer (Horizon)","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1080346","20150915"
"000963157","Miranda July: An Interview","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1126666","20150915"
"000963158","Mobile Strategies","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1042572","20150915"
"000963159","Natures's Microworlds Episode 4 Monterey Bay","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1080362","20150915"
"000963160","The High Cost of High Conflict Divorce for Children","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1126766","20150915"
"000963161","Nathaniel Dorsky: An Interview","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1126668","20150915"
"000963162","Natures's Microworlds Episode 1 Galapagos","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1080356","20150915"
"000963163","And Thou Shalt Honor: Separated by Time and Distance","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1120420","20150915"
"000963164","Too Fat Too Young","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1106585","20150915"
"000963165","The Ku Klux Klan","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1078184","20150915"
"000963166","The Moluccan Separatists","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1078202","20150915"
"000963167","The Mahdi Army","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1078188","20150915"
"000963168","The SLA and Patty Hearst","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1078178","20150915"
"000963169","Billing Services and Organizational Skills","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1097240","20150915"
"000963170","Out in the Open","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1127343","20150915"
"000963171","OBQI: Through the Use of Clinical Pathways","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1097284","20150915"
"000963123","Deep Down and Dirty - The Science of Soil","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1121234","20150915"
"000963124","Human Journey: Australia","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1078128","20150915"
"000963125","Egypt: Children of the Revolution - This World","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1076687","20150915"
"000963126","Friends, Fools, Family: Rouch's Collaborators in Niger","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1111970","20150915"
"000963127","Monteverdi's L'orfeo","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1106561","20150915"
"000963128","Just Add Spice: Parenting for Happy, Healthy Kids","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1117234","20150915"
"000963129","Laura Mulvey: An Interview","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1126644","20150915"
"000963130","Are Animals Intelligent?","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1084994","20150915"
"000963131","Developing Successful Client Relationships and Enhancing Assessment Skills","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1097250","20150915"
"000963132","Comprehensive Care Plan Development","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1097246","20150915"
"000963133","Developing and Monitoring an Effective Care Team","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1097248","20150915"
"000963134","Bringing Families Together for our Client's Sake","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1097242","20150915"
"000963135","Monster Make-Up, Hosted By Dick Smith","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1125098","20150915"
"000963136","Space Age - Nasa's Story: Life and Death in Space","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1078078","20150915"
"000963137","Life on Earth: The Secrets of Evolution","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1086855","20150915"
"000963138","Secret Universe - Journey Inside the Cell","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1080332","20150915"
"000963139","Customer-Centric Innovation by Lara Lee","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1087454","20150915"
"000963140","Protest and Communication","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1090536","20150915"
"000963141","Man - The Measure of all Things","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1090532","20150915"
"000963142","Grandeur and Obedience","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1090538","20150915"
"000963143","Heroic Materialism","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1090550","20150915"
"000963144","Louis Theroux: America's Most Hated Family","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1090292","20150915"
"000963145","Louis Theroux: Under the Knife","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1090294","20150915"
"000963146","Louis Theroux: Miami Mega Jail","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1090358","20150915"
"000963147","Louis Theroux: Ultra Zionists","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1090288","20150915"
"000963148","A Patient's Guide To Lower Back Pain","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1142532","20150915"
"000963149","Managing Ethics","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1087476","20150915"
"000963150","Communication with Impaired Clients","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1097272","20150915"
"000963172","Final Frontier? Horizon Guide to the Universe","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1086859","20150915"
"000963173","Autumn","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1078214","20150915"
"000963174","The Hero as an Artist","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1090534","20150915"
"000963175","Clinical Biochemestry: Phenylketonuria","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1064625","20150915"
"000911338","Making every minute count.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1064731","20150715"
"000911339","A leader's legacy.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1042628","20150715"
"000911340","Anil Gupta : leveraging China and India for global advantage.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1042776","20150715"
"000911342","Building a feedback-positive organization.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1042526","20150715"
"000911343","Building a winning team.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1051582","20150715"
"000911346","Built to change : how to achieve sustained organisational effectiveness.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1042664","20150715"
"000911347","Change management and strategic planning.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1042544","20150715"
"000911349","Chunka Mui : billion dollar lessons.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1042766","20150715"
"000911350","Coaching a winning team.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1042592","20150715"
"000911351","Common purpose : getting from me to we.","[San Francisco, California, USA] : Kanopy Streaming, 2014.","(CaSfKAN)kan1051592","20150715"
"000963324","A Patient's Guide To ACL Reconstruction & Recovery","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1142522","20150915"
"000963325","Inside the Israel Museum, Jerusalem","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1098903","20150915"
"000963326","Inside the Uffizi Gallery, Florence","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1098907","20150915"
"000963327","Using Web Metrics Strategically","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1042584","20150915"
"000963328","Images of Conflict","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1078940","20150915"
"000963329","Museum Secrets: Inside The Louvre","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1060174","20150915"
"000963330","Museum Secrets: The Vatican","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1086523","20150915"
"000963331","Museum Secrets: Inside The Met","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1060182","20150915"
"000963332","Museum Secrets: Inside The Egyptian Museum","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1060178","20150915"
"000963333","Infection Control In the Home Settings","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1097270","20150915"
"000963334","CBT for Personality Disorders","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1131526","20150915"
"000963335","Museum Secrets: Inside The Rom","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1060176","20150915"
"000963336","A Patient's Guide To Cardiac Surgery (Coronary Artery Bypass Surgery)","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1142526","20150915"
"000963337","What is an American?","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1078152","20150915"
"000963274","The Auditors Are Coming: Preparing for an OCR HIPAA Audit","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1097238","20150915"
"000963275","The More We Get Together","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1086557","20150915"
"000963276","Making Traps","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1096748","20150915"
"000963277","Natures's Microworlds Episode 6 Svalbard","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1080366","20150915"
"000963278","CPR Training","[San Francisco, California, USA] : Kanopy Streaming, 2015.","(CaSfKAN)kan1059217","20150915"
